11,urn:ucode:_00001C000000000000010000030D167B,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0596S2.SaturdaysHolidays,"2014-10-24 12:56:35.000000",A0596S2,7,1,17,,18,1,2,113,112,,,,"2015-01-29 04:51:40.349599","2015-01-29 04:51:40.349599"
12,urn:ucode:_00001C000000000000010000030D167C,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0596S3.SaturdaysHolidays,"2014-10-24 12:56:35.000000",A0596S3,7,1,17,,18,1,2,113,112,,,,"2015-01-29 04:51:40.537605","2015-01-29 04:51:40.537605"
13,urn:ucode:_00001C000000000000010000030D16E9,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0609K.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A0609K,6,1,16,,15,3,2,211,93,,,,"2015-01-29 04:51:40.713610","2015-01-29 04:51:40.713610"
14,urn:ucode:_00001C000000000000010000030D16EB,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0615K.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A0615K,6,1,16,,15,3,2,219,93,,,,"2015-01-29 04:51:40.922617","2015-01-29 04:51:40.922617"
15,urn:ucode:_00001C000000000000010000030D16EE,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0617K.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A0617K,6,1,16,,15,3,2,219,93,,,,"2015-01-29 04:51:41.098622","2015-01-29 04:51:41.098622"
16,urn:ucode:_00001C000000000000010000030D16F4,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0619K.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A0619K,6,1,16,,15,3,2,219,93,,,,"2015-01-29 04:51:41.287628","2015-01-29 04:51:41.287628"
17,urn:ucode:_00001C000000000000010000030D16F2,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0641S2.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A0641S2,6,1,16,,15,1,2,219,93,,,,"2015-01-29 04:51:41.461633","2015-01-29 04:51:41.461633"
18,urn:ucode:_00001C000000000000010000030D16F0,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0649S.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A0649S,6,1,16,,15,1,2,219,93,,,,"2015-01-29 04:51:41.660639","2015-01-29 04:51:41.660639"
19,urn:ucode:_00001C000000000000010000030D16EC,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0651S.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A0651S,6,1,16,,15,1,2,219,93,,,,"2015-01-29 04:51:41.831644","2015-01-29 04:51:41.831644"
20,urn:ucode:_00001C000000000000010000030D16F1,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0655S.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A0655S,6,1,21,,15,1,2,219,276,,,,"2015-01-29 04:51:42.013650","2015-01-29 04:51:42.013650"
21,urn:ucode:_00001C000000000000010000030D16F3,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0657S.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A0657S,6,1,16,,15,1,2,219,93,,,,"2015-01-29 04:51:42.199656","2015-01-29 04:51:42.199656"
22,urn:ucode:_00001C000000000000010000030D16ED,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0665S.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A0665S,6,1,16,,15,1,2,219,93,,,,"2015-01-29 04:51:42.408662","2015-01-29 04:51:42.408662"
23,urn:ucode:_00001C000000000000010000030D16EF,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0667S.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A0667S,6,1,16,,15,1,2,219,93,,,,"2015-01-29 04:51:42.606668","2015-01-29 04:51:42.606668"
24,urn:ucode:_00001C000000000000010000030D167D,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0696S1.SaturdaysHolidays,"2014-10-24 12:56:35.000000",A0696S1,7,1,17,,18,1,2,113,112,,,,"2015-01-29 04:51:42.793674","2015-01-29 04:51:42.793674"
25,urn:ucode:_00001C000000000000010000030D167E,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0696S2.SaturdaysHolidays,"2014-10-24 12:56:35.000000",A0696S2,7,1,17,,18,1,2,113,112,,,,"2015-01-29 04:51:42.979679","2015-01-29 04:51:42.979679"
26,urn:ucode:_00001C000000000000010000030D167F,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0696S3.SaturdaysHolidays,"2014-10-24 12:56:35.000000",A0696S3,7,1,17,,18,1,2,113,112,,,,"2015-01-29 04:51:43.176685","2015-01-29 04:51:43.176685"
27,urn:ucode:_00001C000000000000010000030D1680,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0696S4.SaturdaysHolidays,"2014-10-24 12:56:35.000000",A0696S4,7,1,17,,18,1,2,113,112,,,,"2015-01-29 04:51:43.377692","2015-01-29 04:51:43.377692"
28,urn:ucode:_00001C000000000000010000030D16FF,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0701K.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A0701K,6,1,16,,15,3,2,221,93,,,,"2015-01-29 04:51:43.570697","2015-01-29 04:51:43.570697"
29,urn:ucode:_00001C000000000000010000030D16FD,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0705K.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A0705K,6,1,16,,15,3,2,219,93,,,,"2015-01-29 04:51:43.772704","2015-01-29 04:51:43.772704"
30,urn:ucode:_00001C000000000000010000030D16F9,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0711K.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A0711K,6,1,16,,15,3,2,221,93,,,,"2015-01-29 04:51:44.026711","2015-01-29 04:51:44.026711"
31,urn:ucode:_00001C000000000000010000030D16F6,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0721K.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A0721K,6,1,16,,15,3,2,219,93,,,,"2015-01-29 04:51:44.198717","2015-01-29 04:51:44.198717"
32,urn:ucode:_00001C000000000000010000030D16FA,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0723K.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A0723K,6,1,16,,15,3,2,219,93,,,,"2015-01-29 04:51:44.390723","2015-01-29 04:51:44.390723"
33,urn:ucode:_00001C000000000000010000030D16FE,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0725K.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A0725K,6,1,16,,15,3,2,219,93,,,,"2015-01-29 04:51:44.587729","2015-01-29 04:51:44.587729"
34,urn:ucode:_00001C000000000000010000030D16F7,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0737S.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A0737S,6,1,16,,15,1,2,219,93,,,,"2015-01-29 04:51:44.774734","2015-01-29 04:51:44.774734"
35,urn:ucode:_00001C000000000000010000030D16FC,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0739S.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A0739S,6,1,21,,15,1,2,219,276,,,,"2015-01-29 04:51:44.961740","2015-01-29 04:51:44.961740"
36,urn:ucode:_00001C000000000000010000030D16F5,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0743S.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A0743S,6,1,16,,15,1,2,219,93,,,,"2015-01-29 04:51:45.157746","2015-01-29 04:51:45.157746"
37,urn:ucode:_00001C000000000000010000030D16F8,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0753S.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A0753S,6,1,21,,15,1,2,219,276,,,,"2015-01-29 04:51:45.346752","2015-01-29 04:51:45.346752"
38,urn:ucode:_00001C000000000000010000030D16FB,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0759S.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A0759S,6,1,16,,15,1,2,219,93,,,,"2015-01-29 04:51:45.544758","2015-01-29 04:51:45.544758"
39,urn:ucode:_00001C000000000000010000030D1681,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0796S1.SaturdaysHolidays,"2014-10-24 12:56:35.000000",A0796S1,7,1,17,,18,1,2,113,112,,,,"2015-01-29 04:51:45.728763","2015-01-29 04:51:45.728763"
40,urn:ucode:_00001C000000000000010000030D1682,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0796S2.SaturdaysHolidays,"2014-10-24 12:56:35.000000",A0796S2,7,1,17,,18,1,2,113,112,,,,"2015-01-29 04:51:45.977771","2015-01-29 04:51:45.977771"
41,urn:ucode:_00001C000000000000010000030D1683,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0796S3.SaturdaysHolidays,"2014-10-24 12:56:35.000000",A0796S3,7,1,17,,18,1,2,113,112,,,,"2015-01-29 04:51:46.130776","2015-01-29 04:51:46.130776"
42,urn:ucode:_00001C000000000000010000030D1684,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0796S4.SaturdaysHolidays,"2014-10-24 12:56:35.000000",A0796S4,7,1,17,,18,1,2,113,112,,,,"2015-01-29 04:51:46.331782","2015-01-29 04:51:46.331782"
43,urn:ucode:_00001C000000000000010000030D1685,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0796S5.SaturdaysHolidays,"2014-10-24 12:56:35.000000",A0796S5,7,1,17,,18,1,2,113,112,,,,"2015-01-29 04:51:46.502787","2015-01-29 04:51:46.502787"
44,urn:ucode:_00001C000000000000010000030D1700,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0803K.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A0803K,6,1,16,,15,3,2,217,93,,,,"2015-01-29 04:51:46.697793","2015-01-29 04:51:46.697793"
45,urn:ucode:_00001C000000000000010000030D1704,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0807K.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A0807K,6,1,16,,15,3,2,221,93,,,,"2015-01-29 04:51:46.899799","2015-01-29 04:51:46.899799"
46,urn:ucode:_00001C000000000000010000030D1705,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0809K.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A0809K,6,1,16,,15,3,2,219,93,,,,"2015-01-29 04:51:47.089805","2015-01-29 04:51:47.089805"
47,urn:ucode:_00001C000000000000010000030D1709,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0813K.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A0813K,6,1,16,,15,3,2,219,93,,,,"2015-01-29 04:51:47.285811","2015-01-29 04:51:47.285811"
48,urn:ucode:_00001C000000000000010000030D170D,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0815K.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A0815K,6,1,16,,15,3,2,221,93,,,,"2015-01-29 04:51:47.459816","2015-01-29 04:51:47.459816"
49,urn:ucode:_00001C000000000000010000030D1701,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0827K.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A0827K,6,1,16,,15,3,2,219,93,,,,"2015-01-29 04:51:47.657822","2015-01-29 04:51:47.657822"
50,urn:ucode:_00001C000000000000010000030D1706,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0829K.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A0829K,6,1,16,,15,3,2,219,93,,,,"2015-01-29 04:51:47.879829","2015-01-29 04:51:47.879829"
51,urn:ucode:_00001C000000000000010000030D170B,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0851S.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A0851S,6,1,16,,15,1,2,219,93,,,,"2015-01-29 04:51:48.064835","2015-01-29 04:51:48.064835"
52,urn:ucode:_00001C000000000000010000030D1703,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0861S.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A0861S,6,1,21,,15,1,2,219,276,,,,"2015-01-29 04:51:48.243840","2015-01-29 04:51:48.243840"
53,urn:ucode:_00001C000000000000010000030D1707,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0863S.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A0863S,6,1,16,,15,1,2,221,93,,,,"2015-01-29 04:51:48.428846","2015-01-29 04:51:48.428846"
54,urn:ucode:_00001C000000000000010000030D170C,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0865S.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A0865S,6,1,16,,15,1,2,219,93,,,,"2015-01-29 04:51:48.635852","2015-01-29 04:51:48.635852"
55,urn:ucode:_00001C000000000000010000030D1702,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0891E.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A0891E,6,1,16,,15,5,2,111,93,,,,"2015-01-29 04:51:48.813857","2015-01-29 04:51:48.813857"
56,urn:ucode:_00001C000000000000010000030D1686,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0896S1.SaturdaysHolidays,"2014-10-24 12:56:35.000000",A0896S1,7,1,17,,18,1,2,113,112,,,,"2015-01-29 04:51:49.011863","2015-01-29 04:51:49.011863"
57,urn:ucode:_00001C000000000000010000030D1687,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0896S2.SaturdaysHolidays,"2014-10-24 12:56:35.000000",A0896S2,7,1,17,,18,1,2,113,112,,,,"2015-01-29 04:51:49.207869","2015-01-29 04:51:49.207869"
58,urn:ucode:_00001C000000000000010000030D1688,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0896S3.SaturdaysHolidays,"2014-10-24 12:56:35.000000",A0896S3,7,1,17,,18,1,2,113,112,,,,"2015-01-29 04:51:49.396875","2015-01-29 04:51:49.396875"
59,urn:ucode:_00001C000000000000010000030D1689,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0896S4.SaturdaysHolidays,"2014-10-24 12:56:35.000000",A0896S4,7,1,17,,18,1,2,113,112,,,,"2015-01-29 04:51:49.572881","2015-01-29 04:51:49.572881"
60,urn:ucode:_00001C000000000000010000030D1714,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0919K.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A0919K,6,1,16,,15,3,2,217,93,,,,"2015-01-29 04:51:49.753886","2015-01-29 04:51:49.753886"
61,urn:ucode:_00001C000000000000010000030D1717,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0921K.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A0921K,6,1,16,,15,3,2,217,93,,,,"2015-01-29 04:51:49.980893","2015-01-29 04:51:49.980893"
62,urn:ucode:_00001C000000000000010000030D1711,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0941S.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A0941S,6,1,16,,15,1,2,217,93,,,,"2015-01-29 04:51:50.142898","2015-01-29 04:51:50.142898"
63,urn:ucode:_00001C000000000000010000030D1715,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0943S.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A0943S,6,1,16,,15,1,2,219,93,,,,"2015-01-29 04:51:50.331904","2015-01-29 04:51:50.331904"
64,urn:ucode:_00001C000000000000010000030D170E,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0945S.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A0945S,6,1,16,,15,1,2,219,93,,,,"2015-01-29 04:51:50.508909","2015-01-29 04:51:50.508909"
65,urn:ucode:_00001C000000000000010000030D170A,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0947S.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A0947S,6,1,21,,15,1,2,111,276,,,,"2015-01-29 04:51:50.701915","2015-01-29 04:51:50.701915"
66,urn:ucode:_00001C000000000000010000030D1708,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0952E.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A0952E,6,1,22,27,15,5,2,110,298,,,,"2015-01-29 04:51:50.908921","2015-01-29 04:51:50.908921"
67,urn:ucode:_00001C000000000000010000030D1713,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0957S.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A0957S,6,1,16,,15,1,2,219,93,,,,"2015-01-29 04:51:51.074926","2015-01-29 04:51:51.074926"
68,urn:ucode:_00001C000000000000010000030D1710,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0967S.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A0967S,6,1,21,,15,1,2,219,276,,,,"2015-01-29 04:51:51.273932","2015-01-29 04:51:51.273932"
69,urn:ucode:_00001C000000000000010000030D1712,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0969S.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A0969S,6,1,16,,15,1,2,219,93,,,,"2015-01-29 04:51:51.443938","2015-01-29 04:51:51.443938"
70,urn:ucode:_00001C000000000000010000030D1719,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0971S.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A0971S,6,1,16,,15,1,2,219,93,,,,"2015-01-29 04:51:51.640944","2015-01-29 04:51:51.640944"
71,urn:ucode:_00001C000000000000010000030D170F,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0995E.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A0995E,6,1,16,,15,5,2,111,93,,,,"2015-01-29 04:51:51.829949","2015-01-29 04:51:51.829949"
72,urn:ucode:_00001C000000000000010000030D168A,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0996S1.SaturdaysHolidays,"2014-10-24 12:56:35.000000",A0996S1,7,1,17,,18,1,2,113,112,,,,"2015-01-29 04:51:52.006955","2015-01-29 04:51:52.006955"
73,urn:ucode:_00001C000000000000010000030D168B,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0996S2.SaturdaysHolidays,"2014-10-24 12:56:35.000000",A0996S2,7,1,17,,18,1,2,113,112,,,,"2015-01-29 04:51:52.186960","2015-01-29 04:51:52.186960"
74,urn:ucode:_00001C000000000000010000030D168C,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0996S3.SaturdaysHolidays,"2014-10-24 12:56:35.000000",A0996S3,7,1,17,,18,1,2,113,112,,,,"2015-01-29 04:51:52.390967","2015-01-29 04:51:52.390967"
75,urn:ucode:_00001C000000000000010000030D168E,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0996S4.SaturdaysHolidays,"2014-10-24 12:56:35.000000",A0996S4,7,1,17,,18,1,2,113,112,,,,"2015-01-29 04:51:52.587973","2015-01-29 04:51:52.587973"
76,urn:ucode:_00001C000000000000010000030D168D,odpt.TrainTimetable:TokyoMetro.Chiyoda.A0998S.SaturdaysHolidays,"2014-10-24 12:56:35.000000",A0998S,7,1,17,,18,1,2,113,112,,,,"2015-01-29 04:51:52.775978","2015-01-29 04:51:52.775978"
77,urn:ucode:_00001C000000000000010000030D1720,odpt.TrainTimetable:TokyoMetro.Chiyoda.A1001K.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A1001K,6,1,16,,15,3,2,219,93,,,,"2015-01-29 04:51:52.973984","2015-01-29 04:51:52.973984"
78,urn:ucode:_00001C000000000000010000030D1718,odpt.TrainTimetable:TokyoMetro.Chiyoda.A1003K.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A1003K,6,1,16,,15,3,2,211,93,,,,"2015-01-29 04:51:53.180991","2015-01-29 04:51:53.180991"
79,urn:ucode:_00001C000000000000010000030D171E,odpt.TrainTimetable:TokyoMetro.Chiyoda.A1005K.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A1005K,6,1,16,,15,3,2,219,93,,,,"2015-01-29 04:51:53.358996","2015-01-29 04:51:53.358996"
80,urn:ucode:_00001C000000000000010000030D1724,odpt.TrainTimetable:TokyoMetro.Chiyoda.A1007K.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A1007K,6,1,16,,15,3,2,219,93,,,,"2015-01-29 04:51:53.535001","2015-01-29 04:51:53.535001"
81,urn:ucode:_00001C000000000000010000030D171A,odpt.TrainTimetable:TokyoMetro.Chiyoda.A1011K.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A1011K,6,1,16,,15,3,2,219,93,,,,"2015-01-29 04:51:53.711007","2015-01-29 04:51:53.711007"
82,urn:ucode:_00001C000000000000010000030D1716,odpt.TrainTimetable:TokyoMetro.Chiyoda.A1037S.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A1037S,6,1,21,,15,1,2,111,276,,,,"2015-01-29 04:51:53.942014","2015-01-29 04:51:53.942014"
83,urn:ucode:_00001C000000000000010000030D171C,odpt.TrainTimetable:TokyoMetro.Chiyoda.A1059S.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A1059S,6,1,21,,15,1,2,219,276,,,,"2015-01-29 04:51:54.129020","2015-01-29 04:51:54.129020"
84,urn:ucode:_00001C000000000000010000030D171D,odpt.TrainTimetable:TokyoMetro.Chiyoda.A1073S.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A1073S,6,1,16,,15,1,2,217,93,,,,"2015-01-29 04:51:54.306025","2015-01-29 04:51:54.306025"
85,urn:ucode:_00001C000000000000010000030D1722,odpt.TrainTimetable:TokyoMetro.Chiyoda.A1075S.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A1075S,6,1,21,,15,1,2,219,276,,,,"2015-01-29 04:51:54.483030","2015-01-29 04:51:54.483030"
86,urn:ucode:_00001C000000000000010000030D171B,odpt.TrainTimetable:TokyoMetro.Chiyoda.A1091E.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A1091E,6,1,16,,15,5,2,111,93,,,,"2015-01-29 04:51:54.680036","2015-01-29 04:51:54.680036"
87,urn:ucode:_00001C000000000000010000030D1690,odpt.TrainTimetable:TokyoMetro.Chiyoda.A1096S1.SaturdaysHolidays,"2014-10-24 12:56:35.000000",A1096S1,7,1,17,,18,1,2,113,112,,,,"2015-01-29 04:51:54.855042","2015-01-29 04:51:54.855042"
88,urn:ucode:_00001C000000000000010000030D1692,odpt.TrainTimetable:TokyoMetro.Chiyoda.A1096S2.SaturdaysHolidays,"2014-10-24 12:56:35.000000",A1096S2,7,1,17,,18,1,2,113,112,,,,"2015-01-29 04:51:55.042047","2015-01-29 04:51:55.042047"
89,urn:ucode:_00001C000000000000010000030D1694,odpt.TrainTimetable:TokyoMetro.Chiyoda.A1096S3.SaturdaysHolidays,"2014-10-24 12:56:35.000000",A1096S3,7,1,17,,18,1,2,113,112,,,,"2015-01-29 04:51:55.208052","2015-01-29 04:51:55.208052"
90,urn:ucode:_00001C000000000000010000030D168F,odpt.TrainTimetable:TokyoMetro.Chiyoda.A1098S1.SaturdaysHolidays,"2014-10-24 12:56:35.000000",A1098S1,7,1,17,,18,1,2,113,112,,,,"2015-01-29 04:51:55.407058","2015-01-29 04:51:55.407058"
91,urn:ucode:_00001C000000000000010000030D1691,odpt.TrainTimetable:TokyoMetro.Chiyoda.A1098S2.SaturdaysHolidays,"2014-10-24 12:56:35.000000",A1098S2,7,1,17,,18,1,2,113,112,,,,"2015-01-29 04:51:55.582064","2015-01-29 04:51:55.582064"
92,urn:ucode:_00001C000000000000010000030D1693,odpt.TrainTimetable:TokyoMetro.Chiyoda.A1098S3.SaturdaysHolidays,"2014-10-24 12:56:35.000000",A1098S3,7,1,17,,18,1,2,113,112,,,,"2015-01-29 04:51:55.758069","2015-01-29 04:51:55.758069"
93,urn:ucode:_00001C000000000000010000030D172A,odpt.TrainTimetable:TokyoMetro.Chiyoda.A1113K.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A1113K,6,1,16,,15,3,2,219,93,,,,"2015-01-29 04:51:55.979076","2015-01-29 04:51:55.979076"
94,urn:ucode:_00001C000000000000010000030D172C,odpt.TrainTimetable:TokyoMetro.Chiyoda.A1115K.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A1115K,6,1,16,,15,3,2,219,93,,,,"2015-01-29 04:51:56.132081","2015-01-29 04:51:56.132081"
95,urn:ucode:_00001C000000000000010000030D1726,odpt.TrainTimetable:TokyoMetro.Chiyoda.A1129K.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A1129K,6,1,16,,15,3,2,219,93,,,,"2015-01-29 04:51:56.310086","2015-01-29 04:51:56.310086"
96,urn:ucode:_00001C000000000000010000030D172E,odpt.TrainTimetable:TokyoMetro.Chiyoda.A1139S.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A1139S,6,1,21,,15,1,2,219,276,,,,"2015-01-29 04:51:56.485091","2015-01-29 04:51:56.485091"
97,urn:ucode:_00001C000000000000010000030D1729,odpt.TrainTimetable:TokyoMetro.Chiyoda.A1141S.SaturdaysHolidays,"2014-10-24 12:56:36.000000",A1141S,6,1,16,,15,1,2,111,93,,,,"2015-01-29 04:51:56.683097","2015-01-29 04:51:56.683097"
