41,179,odpt.Station:TokyoMetro.Yurakucho.Ikebukuro,"2015-01-29 02:08:38.130251","2015-01-29 02:08:38.130251"
42,186,odpt.Station:Tokyu.Toyoko.Shibuya,"2015-01-29 02:08:41.410351","2015-01-29 02:08:41.410351"
43,187,odpt.Station:TokyoMetro.Tozai.Nakano,"2015-01-29 02:08:42.874395","2015-01-29 02:08:42.874395"
44,194,odpt.Station:TokyoMetro.Tozai.NishiFunabashi,"2015-01-29 02:08:46.209497","2015-01-29 02:08:46.209497"
45,194,odpt.Station:ToyoRapidRailway.ToyoRapid.NishiFunabashi,"2015-01-29 02:08:46.336501","2015-01-29 02:08:46.336501"
46,198,odpt.Station:TokyoMetro.Tozai.NishiFunabashi,"2015-01-29 02:08:48.245559","2015-01-29 02:08:48.245559"
47,198,odpt.Station:JR-East.ChuoChikatetsuTozai.NishiFunabashi,"2015-01-29 02:08:48.373563","2015-01-29 02:08:48.373563"
48,207,odpt.Station:TokyoMetro.Chiyoda.KitaSenju,"2015-01-29 02:08:53.274713","2015-01-29 02:08:53.274713"
49,208,odpt.Station:TokyoMetro.Chiyoda.Ayase,"2015-01-29 02:08:54.672755","2015-01-29 02:08:54.672755"
50,226,odpt.Station:TokyoMetro.Chiyoda.YoyogiUehara,"2015-01-29 02:09:05.043071","2015-01-29 02:09:05.043071"
51,268,odpt.Station:HakoneTozan.Rail.Odawara,"2015-01-29 02:09:41.602186","2015-01-29 02:09:41.602186"
52,269,odpt.Station:Odakyu.Odawara.ShinYurigaoka,"2015-01-29 02:09:42.413211","2015-01-29 02:09:42.413211"
53,277,odpt.Station:Odakyu.Odawara.SagamiOono,"2015-01-29 02:09:50.539459","2015-01-29 02:09:50.539459"
54,294,odpt.Station:Odakyu.Odawara.Odawara,"2015-01-29 02:10:00.553765","2015-01-29 02:10:00.553765"
55,295,odpt.Station:Odakyu.Odawara.HakoneItabashi,"2015-01-29 02:10:01.762801","2015-01-29 02:10:01.762801"
56,296,odpt.Station:Odakyu.Odawara.Kazamatsuri,"2015-01-29 02:10:02.301818","2015-01-29 02:10:02.301818"
57,297,odpt.Station:Odakyu.Odawara.Iriuda,"2015-01-29 02:10:02.840834","2015-01-29 02:10:02.840834"
58,298,odpt.Station:Odakyu.Odawara.HakoneYumoto,"2015-01-29 02:10:03.358850","2015-01-29 02:10:03.358850"
59,299,odpt.Station:TokyoMetro.Hanzomon.Shibuya,"2015-01-29 02:10:04.106873","2015-01-29 02:10:04.106873"
60,326,odpt.Station:TokyoMetro.Hanzomon.Oshiage,"2015-01-29 02:10:21.034389","2015-01-29 02:10:21.034389"
61,326,odpt.Station:Tobu.Isesaki.Oshiage,"2015-01-29 02:10:21.172393","2015-01-29 02:10:21.172393"
62,327,odpt.Station:Tobu.Isesaki.Hikifune,"2015-01-29 02:10:22.145423","2015-01-29 02:10:22.145423"
63,335,odpt.Station:TokyoMetro.Hibiya.KitaSenju,"2015-01-29 02:10:29.343643","2015-01-29 02:10:29.343643"
64,356,odpt.Station:Tobu.Nikko.TobuDobutsuKoen,"2015-01-29 02:10:45.324130","2015-01-29 02:10:45.324130"
65,383,odpt.Station:Tobu.Isesaki.TobuDoubutsuKoen,"2015-01-29 02:11:07.005791","2015-01-29 02:11:07.005791"
66,406,odpt.Station:Tobu.Kinugawa.ShimoImaichi,"2015-01-29 02:11:27.401413","2015-01-29 02:11:27.401413"
67,409,odpt.Station:Tobu.Nikko.ShimoImaichi,"2015-01-29 02:11:30.176498","2015-01-29 02:11:30.176498"
68,417,odpt.Station:TokyoMetro.Namboku.Meguro,"2015-01-29 02:11:34.676635","2015-01-29 02:11:34.676635"
69,417,odpt.Station:Toei.Mita.Meguro,"2015-01-29 02:11:34.804639","2015-01-29 02:11:34.804639"
70,424,odpt.Station:Tokyu.Toyoko.DenEnChofu,"2015-01-29 02:11:39.414780","2015-01-29 02:11:39.414780"
71,425,odpt.Station:Tokyu.Toyoko.Tamagawa,"2015-01-29 02:11:40.421810","2015-01-29 02:11:40.421810"
72,426,odpt.Station:Tokyu.Toyoko.ShinMaruko,"2015-01-29 02:11:41.169833","2015-01-29 02:11:41.169833"
73,427,odpt.Station:Tokyu.Toyoko.MusashiKosugi,"2015-01-29 02:11:41.798852","2015-01-29 02:11:41.798852"
74,428,odpt.Station:Tokyu.Toyoko.Motosumiyoshi,"2015-01-29 02:11:42.633878","2015-01-29 02:11:42.633878"
75,429,odpt.Station:Tokyu.Toyoko.Hiyoshi,"2015-01-29 02:11:43.185895","2015-01-29 02:11:43.185895"
76,430,odpt.Station:TokyoMetro.Namboku.AkabaneIwabuchi,"2015-01-29 02:11:44.031920","2015-01-29 02:11:44.031920"
77,438,odpt.Station:TokyoMetro.Yurakucho.KotakeMukaihara,"2015-01-29 02:11:48.962071","2015-01-29 02:11:48.962071"
78,438,odpt.Station:TokyoMetro.Fukutoshin.KotekeMukaihara,"2015-01-29 02:11:49.091075","2015-01-29 02:11:49.091075"
79,440,odpt.Seibu.Ikebukuro.Nerima,"2015-01-29 02:11:50.602121","2015-01-29 02:11:50.602121"
80,440,odpt.Seibu.Toshima.Nerima,"2015-01-29 02:11:50.741125","2015-01-29 02:11:50.741125"
81,446,odpt.Station:Seibu.Yurakucho.Nerima,"2015-01-29 02:11:55.941284","2015-01-29 02:11:55.941284"
82,446,odpt.Seibu.Toshima.Nerima,"2015-01-29 02:11:56.078288","2015-01-29 02:11:56.078288"
83,466,odpt.Station:Seibu.Chichibu.Hanno,"2015-01-29 02:12:17.104929","2015-01-29 02:12:17.104929"
84,467,odpt.Station:Seibu.Chichibu.HigashiHanno,"2015-01-29 02:12:18.721979","2015-01-29 02:12:18.721979"
85,468,odpt.Station:Seibu.Chichibu.Koma,"2015-01-29 02:12:20.296027","2015-01-29 02:12:20.296027"
86,469,odpt.Station:Seibu.Chichibu.MusashiYokote,"2015-01-29 02:12:21.584066","2015-01-29 02:12:21.584066"
87,470,odpt.Station:Seibu.Chichibu.HigashiAgano,"2015-01-29 02:12:22.828104","2015-01-29 02:12:22.828104"
88,471,odpt.Station:Seibu.Chichibu.Agano,"2015-01-29 02:12:24.112143","2015-01-29 02:12:24.112143"
89,472,odpt.Seibu.Ikebukuro.Nerima,"2015-01-29 02:12:25.271178","2015-01-29 02:12:25.271178"
90,472,odpt.Station:Seibu.Yurakucho.Nerima,"2015-01-29 02:12:25.398182","2015-01-29 02:12:25.398182"
91,474,odpt.Station:Seibu.Ikebukuro.NishiTokorozawa,"2015-01-29 02:12:26.547217","2015-01-29 02:12:26.547217"
92,477,odpt.Station:Seibu.Ikebukuro.Agano,"2015-01-29 02:12:28.143266","2015-01-29 02:12:28.143266"
93,478,odpt.Station:Seibu.Ikebukuro.NishiAgano,"2015-01-29 02:12:28.702283","2015-01-29 02:12:28.702283"
94,479,odpt.Station:Seibu.Ikebukuro.Shomaru,"2015-01-29 02:12:29.288301","2015-01-29 02:12:29.288301"
95,480,odpt.Station:Seibu.Ikebukuro.Ashigakubo,"2015-01-29 02:12:29.923320","2015-01-29 02:12:29.923320"
96,481,odpt.Station:Seibu.Ikebukuro.Yokoze,"2015-01-29 02:12:30.565340","2015-01-29 02:12:30.565340"
97,482,odpt.Station:Seibu.Ikebukuro.SeibuChichibu,"2015-01-29 02:12:31.170358","2015-01-29 02:12:31.170358"
98,493,odpt.Station:TokyoMetro.Yurakucho.Wakoshi,"2015-01-29 02:12:39.810622","2015-01-29 02:12:39.810622"
99,493,odpt.Station:TokyoMetro.Fukutoshin.Wakoshi,"2015-01-29 02:12:39.959626","2015-01-29 02:12:39.959626"
100,521,odpt.Station:TokyoMetro.Fukutoshin.Shibuya,"2015-01-29 02:13:05.696411","2015-01-29 02:13:05.696411"
101,528,odpt.Station:Tokyu.Meguro.DenEnChofu,"2015-01-29 02:13:11.156578","2015-01-29 02:13:11.156578"
102,529,odpt.Station:Tokyu.Meguro.Tamagawa,"2015-01-29 02:13:11.801597","2015-01-29 02:13:11.801597"
103,530,odpt.Station:Tokyu.Meguro.ShinMaruko,"2015-01-29 02:13:12.442617","2015-01-29 02:13:12.442617"
104,531,odpt.Station:Tokyu.Meguro.MusashiKosugi,"2015-01-29 02:13:12.961633","2015-01-29 02:13:12.961633"
105,532,odpt.Station:Tokyu.Meguro.Motosumiyoshi,"2015-01-29 02:13:13.808659","2015-01-29 02:13:13.808659"
106,533,odpt.Station:Tokyu.Meguro.Hiyoshi,"2015-01-29 02:13:14.413677","2015-01-29 02:13:14.413677"
107,541,odpt.Station:Minatomirai.Minatomirai.Yokohama,"2015-01-29 02:13:19.077819","2015-01-29 02:13:19.077819"
108,542,odpt.Station:Tokyu.Toyoko.Yokohama,"2015-01-29 02:13:20.125851","2015-01-29 02:13:20.125851"
109,554,odpt.Station:Keikyu.Main.Sengakuji,"2015-01-29 02:13:27.743084","2015-01-29 02:13:27.743084"
110,567,odpt.Station:Keisei.KeiseiOshiage.Oshiage,"2015-01-29 02:13:34.984304","2015-01-29 02:13:34.984304"
111,568,odpt.Station:TokyoMetro.Namboku.Meguro,"2015-01-29 02:13:36.030336","2015-01-29 02:13:36.030336"
112,568,odpt.Station:Tokyu.Meguro.Meguro,"2015-01-29 02:13:36.157340","2015-01-29 02:13:36.157340"
113,569,odpt.Station:TokyoMetro.Namboku.Shirokanedai,"2015-01-29 02:13:37.174371","2015-01-29 02:13:37.174371"
114,570,odpt.Station:TokyoMetro.Namboku.ShirokaneTakanawa,"2015-01-29 02:13:38.109400","2015-01-29 02:13:38.109400"
115,595,odpt.Railway:Keio.New.Shinjuku,"2015-01-29 02:13:50.128766","2015-01-29 02:13:50.128766"
116,599,odpt.Station:TokyoMetro.Hanzomon.Kudanshita,"2015-01-29 02:13:52.770847","2015-01-29 02:13:52.770847"
117,642,odpt.Railway:Keio.New.Shinjuku,"2015-01-29 02:14:13.219471","2015-01-29 02:14:13.219471"
